,n_bodies,time
885,86.0,442.49999999974256
886,86.0,442.9999999997421
887,86.0,443.49999999974165
888,86.0,443.9999999997412
889,86.0,444.49999999974074
890,86.0,444.9999999997403
891,86.0,445.4999999997398
892,86.0,445.9999999997394
893,86.0,446.4999999997389
894,86.0,446.99999999973846
895,86.0,447.499999999738
896,86.0,447.99999999973755
897,86.0,448.4999999997371
898,86.0,448.99999999973664
899,86.0,449.4999999997362
900,86.0,449.99999999973573
901,86.0,450.4999999997353
902,86.0,450.9999999997348
903,86.0,451.49999999973437
904,86.0,451.9999999997339
905,86.0,452.49999999973346
906,86.0,452.999999999733
907,86.0,453.49999999973255
908,86.0,453.9999999997321
909,86.0,454.49999999973164
910,86.0,454.9999999997312
911,86.0,455.49999999973073
912,86.0,455.9999999997303
913,86.0,456.4999999997298
914,86.0,456.99999999972937
915,86.0,457.4999999997289
916,86.0,457.99999999972846
917,86.0,458.499999999728
918,86.0,458.99999999972755
919,86.0,459.4999999997271
920,86.0,459.99999999972664
921,86.0,460.4999999997262
922,86.0,460.99999999972573
923,86.0,461.4999999997253
924,86.0,461.9999999997248
925,86.0,462.49999999972437
926,86.0,462.9999999997239
927,86.0,463.49999999972346
928,86.0,463.999999999723
929,86.0,464.49999999972255
930,86.0,464.9999999997221
931,86.0,465.49999999972164
932,86.0,465.9999999997212
933,86.0,466.4999999997207
934,86.0,466.9999999997203
935,86.0,467.4999999997198
936,86.0,467.99999999971936
937,86.0,468.4999999997189
938,86.0,468.99999999971845
939,86.0,469.499999999718
940,86.0,469.99999999971755
941,86.0,470.4999999997171
942,86.0,470.99999999971664
943,86.0,471.4999999997162
944,86.0,471.9999999997157
945,86.0,472.49999999971527
946,86.0,472.9999999997148
947,86.0,473.49999999971436
948,86.0,473.9999999997139
949,86.0,474.49999999971345
950,86.0,474.999999999713
951,86.0,475.49999999971254
952,86.0,475.9999999997121
953,86.0,476.49999999971163
954,86.0,476.9999999997112
955,86.0,477.4999999997107
956,86.0,477.99999999971027
957,86.0,478.4999999997098
958,86.0,478.99999999970936
959,86.0,479.4999999997089
960,86.0,479.99999999970845
961,86.0,480.499999999708
962,86.0,480.99999999970754
963,86.0,481.4999999997071
